,cousine,business_id
23594,Sushi Bars,_84VWy6K0MbkVAVPwz_ZTg
23595,Japanese,_84VWy6K0MbkVAVPwz_ZTg
23596,Food Delivery Services,yRE7ejY68bYBYvDxp1zXMg
23597,Food,yRE7ejY68bYBYvDxp1zXMg
23598,Sandwiches,yRE7ejY68bYBYvDxp1zXMg
23599,Pizza,yRE7ejY68bYBYvDxp1zXMg
23600,Italian,yRE7ejY68bYBYvDxp1zXMg
23601,Tapas/Small Plates,HpaYCM_NCauI72LLXxC6SA
23602,Sushi Bars,HpaYCM_NCauI72LLXxC6SA
23603,Japanese,HpaYCM_NCauI72LLXxC6SA
23604,Middle Eastern,svx5Gw-FJ6ZU9hb58aXgLg
23605,Lebanese,svx5Gw-FJ6ZU9hb58aXgLg
23606,Mediterranean,svx5Gw-FJ6ZU9hb58aXgLg
23607,Moroccan,svx5Gw-FJ6ZU9hb58aXgLg
23608,American (Traditional),MlLFIBq_ZlagZ26f4Jwunw
23609,Burgers,Ew_BOifmNQrh4P1VJvK5qg
23610,American (Traditional),Ew_BOifmNQrh4P1VJvK5qg
23611,Italian,fgBOA1vyev-QuGPlx7c5fg
23612,Pizza,fgBOA1vyev-QuGPlx7c5fg
23613,Sandwiches,fgBOA1vyev-QuGPlx7c5fg
23614,Food,5ALqZbLAonfCRZMY-X_MyQ
23615,Ice Cream & Frozen Yogurt,5ALqZbLAonfCRZMY-X_MyQ
23616,American (New),5ALqZbLAonfCRZMY-X_MyQ
23617,Salad,5ALqZbLAonfCRZMY-X_MyQ
23618,Scottish,FWi8xLHS62E-pwE6G0qi2g
23619,Gastropubs,3TB9OQ2K9gIuJD5oe0H1mQ
23620,Fast Food,2eXDnLT-T6odgAOrx8F2gQ
23621,Mexican,2eXDnLT-T6odgAOrx8F2gQ
23622,Food,xJoquhJYPujB3S6hDa3jqQ
23623,Mexican,xJoquhJYPujB3S6hDa3jqQ
23624,Butcher,xJoquhJYPujB3S6hDa3jqQ
23625,American (New),IWBqtGTuIxPOT486dzL4qQ
23626,Breakfast & Brunch,t259KzpmEzYRJ1bx4RO9sA
23627,American (Traditional),t259KzpmEzYRJ1bx4RO9sA
23628,Mexican,yIXOZJQXHAw3Zp9mVqcPPQ
23629,Mexican,XoHQthnunI88ejRCxjOQwQ
23630,Steakhouses,mTRtKgAqlbVS8QoASwgTug
23631,Sushi Bars,mTRtKgAqlbVS8QoASwgTug
23632,Japanese,mTRtKgAqlbVS8QoASwgTug
23633,Gastropubs,_tBkysAUsKNoki7Gmvi1ug
23634,Bars,_tBkysAUsKNoki7Gmvi1ug
23635,Nightlife,_tBkysAUsKNoki7Gmvi1ug
23636,Food,MSDFEpYHVj3zUu0xSAlDqQ
23637,Tea Rooms,MSDFEpYHVj3zUu0xSAlDqQ
23638,Cafes,MSDFEpYHVj3zUu0xSAlDqQ
23639,Burgers,Y5GPZgCu0UeGy5NiAKC6_w
23640,Hot Dogs,Y5GPZgCu0UeGy5NiAKC6_w
23641,Bars,sJpv6MouGQhQOt0V0W0UYw
23642,Mediterranean,sJpv6MouGQhQOt0V0W0UYw
23643,Nightlife,sJpv6MouGQhQOt0V0W0UYw
23644,Lounges,sJpv6MouGQhQOt0V0W0UYw
23645,Hookah Bars,sJpv6MouGQhQOt0V0W0UYw
23646,Fast Food,5fu41tfqTU_LONb95t1Dkg
23647,Hot Dogs,5fu41tfqTU_LONb95t1Dkg
23648,American (Traditional),5fu41tfqTU_LONb95t1Dkg
23649,Korean,yS0IzGJDtGKZubmGIbrZIA
23650,Sushi Bars,yS0IzGJDtGKZubmGIbrZIA
23651,Food,mFMXHjGk2rJqGwx-3Wh_2A
23652,Burgers,mFMXHjGk2rJqGwx-3Wh_2A
23653,Desserts,mFMXHjGk2rJqGwx-3Wh_2A
23654,Ice Cream & Frozen Yogurt,mFMXHjGk2rJqGwx-3Wh_2A
23655,Mexican,emY2nzk7UTlucmyvLzGn4w
23656,Buffets,5vq85Qb-d2mL8lRAX6tjOA
23657,Mediterranean,CuaZCAmWy1h7DuYfEG3lpQ
23658,Breakfast & Brunch,rPsK-r45WT8zCjSPzUxCKw
23659,American (Traditional),rPsK-r45WT8zCjSPzUxCKw
23660,American (New),VaVF4pTL1e7_xITNLhj8Ng
23661,Filipino,hH1LPiHDueU27kWO1X8dVQ
23662,Breakfast & Brunch,qy8EKF7IXGe65_wglj4AgQ
23663,Bars,qy8EKF7IXGe65_wglj4AgQ
23664,Cafes,qy8EKF7IXGe65_wglj4AgQ
23665,Nightlife,qy8EKF7IXGe65_wglj4AgQ
23666,Bars,ChpD84anxG4iqE81q27R3g
23667,Nightlife,ChpD84anxG4iqE81q27R3g
23668,British,ChpD84anxG4iqE81q27R3g
23669,Italian,ZtUoCXdu0o3F2xbzG2LHlQ
23670,American (Traditional),ZtUoCXdu0o3F2xbzG2LHlQ
23671,Pizza,ZtUoCXdu0o3F2xbzG2LHlQ
23672,Burgers,WSVLmH2Ggyn43RYZhDOVPQ
23673,American (Traditional),WSVLmH2Ggyn43RYZhDOVPQ
23674,Sandwiches,WSVLmH2Ggyn43RYZhDOVPQ
23675,Bars,4MZBPKr4Kmw_5hiElostjw
23676,Food,4MZBPKr4Kmw_5hiElostjw
23677,"Beer, Wine & Spirits",4MZBPKr4Kmw_5hiElostjw
23678,Wine Bars,4MZBPKr4Kmw_5hiElostjw
23679,Nightlife,4MZBPKr4Kmw_5hiElostjw
23680,Gastropubs,4MZBPKr4Kmw_5hiElostjw
23681,Asian Fusion,agAVp73coNTY6c7cTiRVsA
23682,Cantonese,agAVp73coNTY6c7cTiRVsA
23683,Chinese,agAVp73coNTY6c7cTiRVsA
23684,Food,DkG4CxOeGPITo_qOXMFtWQ
23685,Internet Cafes,DkG4CxOeGPITo_qOXMFtWQ
23686,Sandwiches,DkG4CxOeGPITo_qOXMFtWQ
23687,Mexican,lmIXtLgu1tIoFAsqXnTpmA
23688,Italian,Ug6Q03FSQ2LM_MrVddLaZg
23689,Pizza,Ug6Q03FSQ2LM_MrVddLaZg
23690,American (Traditional),jfiWnT1G0Pzq1PtavVjZaQ
23691,Vegan,jfiWnT1G0Pzq1PtavVjZaQ
23692,Polish,8YlA2lFOx7txI9ouCw4C9g
23693,Scandinavian,8YlA2lFOx7txI9ouCw4C9g
23694,American (Traditional),UB2j_EV3CIM_E4LcpadKMQ
23695,Afghan,TZhv0cOt0UHoORlG0I5JHg
23696,Indian,TZhv0cOt0UHoORlG0I5JHg
23697,Pakistani,TZhv0cOt0UHoORlG0I5JHg
23698,Delis,a9bzKCY9OOvl7Lwkcbrifw
23699,Sandwiches,29yXAAprOq0_Jrv8hYp-6g
23700,Burgers,v1aLzjTphPc6IGIy9k96vg
23701,Mexican,v1aLzjTphPc6IGIy9k96vg
23702,Vietnamese,Au2PcSBz3N212S7D10EbDQ
23703,Asian Fusion,Au2PcSBz3N212S7D10EbDQ
23704,American (New),shvwb7FSRbG8KQvIj4FIQQ
23705,Sandwiches,shvwb7FSRbG8KQvIj4FIQQ
23706,Mexican,mBd63SjmO72qkoy8jvLd7A
23707,Burgers,-TulfYOMTsrqVVvjJRk4Fg
23708,Fast Food,-TulfYOMTsrqVVvjJRk4Fg
23709,Breakfast & Brunch,4X_XAOeMw7AFkYhg3NINJA
23710,Arts & Entertainment,bVNXS0uMq3BKIrnLHTvpbg
23711,Casinos,bVNXS0uMq3BKIrnLHTvpbg
23712,American (New),bVNXS0uMq3BKIrnLHTvpbg
23713,Burgers,PNHXpLc799mkFipy5WlN6A
23714,Fast Food,PNHXpLc799mkFipy5WlN6A
23715,Bars,-yTdxWCadi8Kn1H05getKQ
23716,Latin American,-yTdxWCadi8Kn1H05getKQ
23717,Nightlife,-yTdxWCadi8Kn1H05getKQ
23718,American (New),s9sTtT5tlqAMgR4gYvLogA
23719,Asian Fusion,Cd3uJtsQtG3vJ_WLGp7YZQ
23720,Greek,KrFkX0kVeCrjdqoakXYy8w
23721,Mediterranean,KrFkX0kVeCrjdqoakXYy8w
23722,Salad,KrFkX0kVeCrjdqoakXYy8w
23723,Korean,a7Qk3nMgJNwEzZygfstnyw
23724,Barbeque,a7Qk3nMgJNwEzZygfstnyw
23725,Fast Food,H8eT3Ylf-CgmnLFqqb6pTw
23726,Wine Bars,YEvpXxaDReqcUolEdhy-7Q
23727,Bars,YEvpXxaDReqcUolEdhy-7Q
23728,Cafes,YEvpXxaDReqcUolEdhy-7Q
23729,Nightlife,YEvpXxaDReqcUolEdhy-7Q
23730,Lebanese,iRIqMJbQ_BBFkQC5oU9SOg
23731,Mediterranean,iRIqMJbQ_BBFkQC5oU9SOg
23732,Middle Eastern,iRIqMJbQ_BBFkQC5oU9SOg
23733,Italian,_WHc6Iwi40s2gcvkotEoOQ
23734,Pizza,_WHc6Iwi40s2gcvkotEoOQ
23735,Sandwiches,_WHc6Iwi40s2gcvkotEoOQ
23736,Breakfast & Brunch,Xta0mTpGJWC2yi6kiQm_vg
23737,American (Traditional),Xta0mTpGJWC2yi6kiQm_vg
23738,Diners,Xta0mTpGJWC2yi6kiQm_vg
23739,Breakfast & Brunch,sMU8K-iUc9VewvH91Ep9_A
23740,Bars,Bw1X7qcWTUHvKJyUN7h94Q
23741,American (New),Bw1X7qcWTUHvKJyUN7h94Q
23742,Nightlife,Bw1X7qcWTUHvKJyUN7h94Q
23743,Food,NxyPHhZRSwPFYr1HZCLG0w
23744,Coffee & Tea,NxyPHhZRSwPFYr1HZCLG0w
23745,Sandwiches,NxyPHhZRSwPFYr1HZCLG0w
23746,Salad,NxyPHhZRSwPFYr1HZCLG0w
23747,Breakfast & Brunch,TgIJfXqEKE-JsD0QUoaC5Q
23748,American (New),TgIJfXqEKE-JsD0QUoaC5Q
23749,Sandwiches,TgIJfXqEKE-JsD0QUoaC5Q
23750,Buffets,MKiOSSn8lONiMgZednCfXw
23751,Chinese,MKiOSSn8lONiMgZednCfXw
23752,Indian,J0U20ivx1cliqmOHS8KRgg
23753,Wine Bars,ukJSABWlLXj7r9dxOgCOOw
23754,Bars,ukJSABWlLXj7r9dxOgCOOw
23755,Nightlife,ukJSABWlLXj7r9dxOgCOOw
23756,British,ukJSABWlLXj7r9dxOgCOOw
23757,Food,82yh4-ZTPaBaKFFgY5kuzA
23758,Juice Bars & Smoothies,82yh4-ZTPaBaKFFgY5kuzA
23759,Pizza,82yh4-ZTPaBaKFFgY5kuzA
23760,American (New),82yh4-ZTPaBaKFFgY5kuzA
23761,Chinese,2zag3j-zdjBsDtIbVYXxLg
23762,Burgers,dWkk-jlHMcMdLgcIFl_KvA
23763,Barbeque,dWkk-jlHMcMdLgcIFl_KvA
23764,Bars,NR_8LIX-oG50jUQpziBnWQ
23765,Seafood,NR_8LIX-oG50jUQpziBnWQ
23766,Wine Bars,NR_8LIX-oG50jUQpziBnWQ
23767,Nightlife,NR_8LIX-oG50jUQpziBnWQ
23768,Steakhouses,NR_8LIX-oG50jUQpziBnWQ
23769,Italian,i2ZfdVYWL9GnOD2gjFaMlA
23770,Steakhouses,i2ZfdVYWL9GnOD2gjFaMlA
23771,Food,1oNx09HgV8c6KCHdPsn_Iw
23772,Specialty Food,1oNx09HgV8c6KCHdPsn_Iw
23773,Latin American,1oNx09HgV8c6KCHdPsn_Iw
23774,Food,8tNf1kaa6uyEVnSGMhx9Hw
23775,Ethnic Food,8tNf1kaa6uyEVnSGMhx9Hw
23776,Thai,8tNf1kaa6uyEVnSGMhx9Hw
23777,Specialty Food,8tNf1kaa6uyEVnSGMhx9Hw
23778,Szechuan,NQepW13jaKEaADHUDOtkMg
23779,Chinese,NQepW13jaKEaADHUDOtkMg
23780,Cafes,ZbO0F9iNfBys64GGK0cssw
23781,Bars,y-hCSgYyhW1qRkZVVg2QYA
23782,Nightlife,y-hCSgYyhW1qRkZVVg2QYA
23783,British,y-hCSgYyhW1qRkZVVg2QYA
23784,Food,_a4Ri7mWZcVBDtfZ4dEYeA
23785,Sandwiches,_a4Ri7mWZcVBDtfZ4dEYeA
23786,Food Trucks,_a4Ri7mWZcVBDtfZ4dEYeA
23787,Bars,nQ6GwkLZ9R13ejIaqZb7HQ
23788,Asian Fusion,nQ6GwkLZ9R13ejIaqZb7HQ
23789,Nightlife,nQ6GwkLZ9R13ejIaqZb7HQ
23790,Lounges,nQ6GwkLZ9R13ejIaqZb7HQ
23791,Karaoke,nQ6GwkLZ9R13ejIaqZb7HQ
23792,Bakeries,qKvkpUoDuYIwPNuldwzUtg
23793,Food,qKvkpUoDuYIwPNuldwzUtg
23794,Delis,qKvkpUoDuYIwPNuldwzUtg
23795,Cafes,qKvkpUoDuYIwPNuldwzUtg
23796,American (Traditional),5ipAMcjec7GH7tztXYLTgQ
23797,Fast Food,yLRo-HoG2NMLKsCJKJaJKA
23798,Mexican,-3frEL8Vo8kyq4kfgTn0GA
23799,Fast Food,bqS-Wh36Khyk1lo_1LBYIg
23800,Chicken Wings,bqS-Wh36Khyk1lo_1LBYIg
23801,Food,-urnMsIpIEjgllhwNznREQ
23802,Indonesian,-urnMsIpIEjgllhwNznREQ
23803,Food Trucks,-urnMsIpIEjgllhwNznREQ
23804,Nightlife,QG4qmOPBgNigdI4cUYhKJg
23805,Bars,QG4qmOPBgNigdI4cUYhKJg
23806,American (Traditional),QG4qmOPBgNigdI4cUYhKJg
23807,Sports Bars,QG4qmOPBgNigdI4cUYhKJg
23808,Delis,HPDhf68IVvvO7nX0iUVlxg
23809,Pizza,HPDhf68IVvvO7nX0iUVlxg
23810,Korean,iUPJmJvHy9fVfRxsuwwdLQ
23811,Japanese,iUPJmJvHy9fVfRxsuwwdLQ
23812,Barbeque,iUPJmJvHy9fVfRxsuwwdLQ
23813,Japanese,Iyy4pDmnKTZkAorzclO4Eg
23814,Bars,OlsavX2ATv2RIkiFCm9eww
23815,Cafes,OlsavX2ATv2RIkiFCm9eww
23816,Nightlife,OlsavX2ATv2RIkiFCm9eww
23817,Breakfast & Brunch,heyprN6HwLYVWINXd2z3OQ
23818,American (New),heyprN6HwLYVWINXd2z3OQ
23819,Sandwiches,5PKJD71pxHCONwlRU9zSZg
23820,Delis,XnDKCPI00KP6ByyPGaDYBA
23821,Fast Food,XnDKCPI00KP6ByyPGaDYBA
23822,Sandwiches,XnDKCPI00KP6ByyPGaDYBA
23823,Chinese,8dl1afzXd476c91o7SlePA
23824,Cajun/Creole,mdOsYpHnL_faguImkNbheA
23825,Southern,mdOsYpHnL_faguImkNbheA
23826,Bars,_viHcOY9w_CitP4oHpZYdg
23827,Sushi Bars,_viHcOY9w_CitP4oHpZYdg
23828,Asian Fusion,_viHcOY9w_CitP4oHpZYdg
23829,Nightlife,_viHcOY9w_CitP4oHpZYdg
23830,Lounges,_viHcOY9w_CitP4oHpZYdg
23831,Steakhouses,goVoVbERgeYeUmixUyJ6nw
23832,Sushi Bars,goVoVbERgeYeUmixUyJ6nw
23833,Japanese,goVoVbERgeYeUmixUyJ6nw
23834,Mexican,MPmKNNq5cc_J5WbBdnkSJg
23835,Food Stands,MPmKNNq5cc_J5WbBdnkSJg
23836,Cafes,eKT11QqlcEJUuq-OsaPMtw
23837,Bars,np2PkGd-AEAJfQjsgzmi6Q
23838,Cafes,np2PkGd-AEAJfQjsgzmi6Q
23839,Nightlife,np2PkGd-AEAJfQjsgzmi6Q
23840,Sandwiches,Fb4VHQ3Vms8CHtMt6sNhFQ
23841,Salad,Fb4VHQ3Vms8CHtMt6sNhFQ
23842,Pizza,FZHcV0dbyDxnddJMecEpeQ
23843,Fast Food,nUUYvBafHYH-O4Pht6lgsw
23844,American (New),nUUYvBafHYH-O4Pht6lgsw
23845,Salad,nUUYvBafHYH-O4Pht6lgsw
23846,Food,2f8o3-FRnq3rwmstUCOZ7A
23847,Breakfast & Brunch,2f8o3-FRnq3rwmstUCOZ7A
23848,Coffee & Tea,2f8o3-FRnq3rwmstUCOZ7A
23849,Vietnamese,Uo5CqWuJwPNfQPO9QvECgA
23850,Fast Food,NnYn9pYiQj1OgxNBPhA_3w
23851,Breakfast & Brunch,6E2mv2pzea74sXCh0yz_oA
23852,American (New),6E2mv2pzea74sXCh0yz_oA
23853,Sandwiches,6E2mv2pzea74sXCh0yz_oA
23854,Gastropubs,Hl3_nveesOGXC_djnfueMg
23855,Seafood,PBkdlqw53cc2AZsfFD8AEQ
23856,Italian,e2Q2hKNMLfGC-YDygh6EVg
23857,Pizza,e2Q2hKNMLfGC-YDygh6EVg
23858,Chinese,Az_IY3TgnOcnh1dXd7GZLg
23859,Sushi Bars,WiLwAI9MVfIEfD_a2snf2w
23860,Japanese,WiLwAI9MVfIEfD_a2snf2w
23861,Pizza,6aL56OOjoKmYlCkdfQcIMQ
23862,Bars,6aL56OOjoKmYlCkdfQcIMQ
23863,American (Traditional),6aL56OOjoKmYlCkdfQcIMQ
23864,Nightlife,6aL56OOjoKmYlCkdfQcIMQ
23865,Bars,zg0s-Jbx8nJHf4zOD4fRrg
23866,Nightlife,zg0s-Jbx8nJHf4zOD4fRrg
23867,Barbeque,zg0s-Jbx8nJHf4zOD4fRrg
23868,Mexican,CHMSC8bSjXttB9Ei0scc_g
23869,Scottish,z9cs5JND4cHsOsE8wn0VsQ
23870,British,z9cs5JND4cHsOsE8wn0VsQ
23871,American (Traditional),H8p9e4yYz464awT3P7b1mA
23872,American (New),H8p9e4yYz464awT3P7b1mA
23873,Sushi Bars,s2lCXuJ3fUWf5Itf9QnrMQ
23874,Korean,buUNo4XhN5TBGT50LqkPHw
23875,Sushi Bars,buUNo4XhN5TBGT50LqkPHw
23876,Japanese,buUNo4XhN5TBGT50LqkPHw
23877,Food,F706EOWbbOe_zdXrVc0jew
23878,Mediterranean,F706EOWbbOe_zdXrVc0jew
23879,Pubs,8D33vGfjIOYBFfMzkFSxzw
23880,Bars,8D33vGfjIOYBFfMzkFSxzw
23881,Scottish,8D33vGfjIOYBFfMzkFSxzw
23882,Nightlife,8D33vGfjIOYBFfMzkFSxzw
23883,American (New),6VsKUNttbfmkWwz3S3SX_g
23884,Sandwiches,8s3BDPpMRvILQeHEmBayVw
23885,Salad,8s3BDPpMRvILQeHEmBayVw
23886,Mexican,aS-mHlVamCV2rTiw8RrNdw
23887,Sushi Bars,b88myMjjsHTzWzI70B2gTA
23888,Japanese,b88myMjjsHTzWzI70B2gTA
23889,Seafood,6Z6bvIHGpPlwpkZAwfXT1w
23890,Mexican,6Z6bvIHGpPlwpkZAwfXT1w
23891,Food,yvoQRQbWS1GoXCxftak6Qw
23892,Coffee & Tea,yvoQRQbWS1GoXCxftak6Qw
23893,Cafes,yvoQRQbWS1GoXCxftak6Qw
23894,Nightlife,-O7Szp08dATVv71IuDt1bA
23895,Bars,-O7Szp08dATVv71IuDt1bA
23896,American (New),-O7Szp08dATVv71IuDt1bA
23897,Sports Bars,-O7Szp08dATVv71IuDt1bA
23898,American (Traditional),2E3RwtfFDrxk5qEezocP4A
23899,Steakhouses,2E3RwtfFDrxk5qEezocP4A
23900,Chinese,YAKjcrBjkF3Q3BQSggtwOA
23901,Mexican,1N-JHg3TBXq8-Sx-vt6rdw
23902,Barbeque,CJb2ML6sFeP8Ir6M25pt1Q
23903,Indian,k6FJNBFM45rWz7JnPIlFUQ
23904,American (New),R-WGYWUx3ZjdkNBbMnX4Ng
23905,Vegetarian,NhS1rFM9j8cht9asgPOZDQ
23906,Indian,NhS1rFM9j8cht9asgPOZDQ
23907,Italian,GuZ1oamF-d5f8UqMXVfvug
23908,Pizza,GuZ1oamF-d5f8UqMXVfvug
23909,Bars,aNuyJOFNrb-d71amzPpxlw
23910,American (Traditional),aNuyJOFNrb-d71amzPpxlw
23911,Nightlife,aNuyJOFNrb-d71amzPpxlw
23912,American (New),aNuyJOFNrb-d71amzPpxlw
23913,Sports Bars,aNuyJOFNrb-d71amzPpxlw
23914,Sushi Bars,l5FvoKE2-k6JpGVuhH9YVA
23915,Japanese,l5FvoKE2-k6JpGVuhH9YVA
23916,Mexican,FgAkF7fscCV4TmBitdsbLw
23917,Sandwiches,w-CaBIUL7n89C8c68Wgvxg
23918,Mexican,CuRQZtTIayJPEK6trx-lOA
23919,Fast Food,AiqtNrZuXbD3nGZPPu3DDA
23920,Mexican,rO3saNBRU2Pg16RyfEP6-g
23921,Sushi Bars,EkhrRWzevfFJc8Pm2dVPEA
23922,Japanese,EkhrRWzevfFJc8Pm2dVPEA
23923,Breakfast & Brunch,t80qleqEIqIyekB95IrAOA
23924,Cafes,t80qleqEIqIyekB95IrAOA
23925,Sandwiches,coGBpofoPiYmE7GVlk9dqg
23926,Food,5AJdS8LYpCgzfOwGaEqZkA
23927,Juice Bars & Smoothies,5AJdS8LYpCgzfOwGaEqZkA
23928,Cafes,5AJdS8LYpCgzfOwGaEqZkA
23929,Sandwiches,5AJdS8LYpCgzfOwGaEqZkA
23930,Mexican,LwTK65TMrmtjpdZRloQDwg
23931,Bars,80VmGCy6UcYYCKC_BONZTQ
23932,Mexican,80VmGCy6UcYYCKC_BONZTQ
23933,Pubs,80VmGCy6UcYYCKC_BONZTQ
23934,Nightlife,80VmGCy6UcYYCKC_BONZTQ
23935,Tex-Mex,80VmGCy6UcYYCKC_BONZTQ
23936,Sandwiches,Gar4JSThiPR-M0UC5dHtgw
23937,Vegetarian,QQ0VZ1ggQO1aVf_GK6kn5g
23938,Diners,QQ0VZ1ggQO1aVf_GK6kn5g
23939,Vegan,QQ0VZ1ggQO1aVf_GK6kn5g
23940,Cajun/Creole,XOI6YHwFi-2tRfnIZgUrFg
23941,Bars,XOI6YHwFi-2tRfnIZgUrFg
23942,Nightlife,XOI6YHwFi-2tRfnIZgUrFg
23943,Barbeque,XOI6YHwFi-2tRfnIZgUrFg
23944,American (New),UkZ5mAzll7d3Hw0UfeAJKQ
23945,Pizza,UkZ5mAzll7d3Hw0UfeAJKQ
23946,Steakhouses,RSTKhE2C2RaWTsEJ3ULvKw
23947,American (New),RSTKhE2C2RaWTsEJ3ULvKw
23948,Greek,zhq6sI96WcBQRvkQq8NfKQ
23949,Mediterranean,zhq6sI96WcBQRvkQq8NfKQ
23950,Breakfast & Brunch,iCUtP1Iweyp5uHxcllnn6A
23951,American (New),leEhsPA6NKRZ0CAKdmJwWQ
23952,Food,sL4n5lhxqoZ5l0d8gwIPyA
23953,Gastropubs,sL4n5lhxqoZ5l0d8gwIPyA
23954,Breweries,sL4n5lhxqoZ5l0d8gwIPyA
23955,Sandwiches,mNZfF0fVYF_8O4K9j8Uubw
23956,Burgers,Dwn1d_LGKyqRhawQqXNtcA
23957,Bars,MthnswWexrUtCzH3vS5YnQ
23958,American (New),MthnswWexrUtCzH3vS5YnQ
23959,Nightlife,MthnswWexrUtCzH3vS5YnQ
23960,Comfort Food,LT4okrcb7QHlWiyiwmB0hg
23961,Mexican,LT4okrcb7QHlWiyiwmB0hg
23962,Hot Dogs,mBEBwu-SIaB8YvUawhBUCA
23963,Mexican,mBEBwu-SIaB8YvUawhBUCA
23964,Food,IW8akWZrM8i9ce4EDe9Rkw
23965,Breakfast & Brunch,IW8akWZrM8i9ce4EDe9Rkw
23966,Juice Bars & Smoothies,IW8akWZrM8i9ce4EDe9Rkw
23967,Sandwiches,IW8akWZrM8i9ce4EDe9Rkw
23968,Bars,_-EB8tQzBlM_jLkgtRw4Rg
23969,Burgers,_-EB8tQzBlM_jLkgtRw4Rg
23970,Nightlife,_-EB8tQzBlM_jLkgtRw4Rg
23971,Sports Bars,_-EB8tQzBlM_jLkgtRw4Rg
23972,Canadian (New),_-EB8tQzBlM_jLkgtRw4Rg
23973,Tex-Mex,N7tU6chZEQqK8LVqYsyzYg
23974,Sandwiches,-RWF1l9kbp2woe3xoQYeVA
23975,Mexican,ZcgzyGf-cAgc0JxFklpZLA
23976,Bars,W010P4plDADjo2SFq3OvXA
23977,Mexican,W010P4plDADjo2SFq3OvXA
23978,Nightlife,W010P4plDADjo2SFq3OvXA
23979,Italian,fFjfiovwlAuf-tH8NnY-UQ
23980,American (Traditional),fFjfiovwlAuf-tH8NnY-UQ
23981,Middle Eastern,fFjfiovwlAuf-tH8NnY-UQ
23982,Pizza,MTUN0lKKoq7yN4fWagJ-3Q
23983,Mexican,i3nnQl4pl2-ogZJdeSqWvA
23984,American (New),MyLMfGJdJqCfWJcfXJkP4w
23985,Burgers,tVF8qGA4B8jWTaJCP2VYaA
23986,American (New),hP3hxJBx1GdCfF4RVhqbAg
23987,Mexican,hP3hxJBx1GdCfF4RVhqbAg
23988,French,zYRKOiYCZJAg1SV1WZG4lw
23989,Salad,tGwlErNeCa04wN5dJfSUNA
23990,Pubs,xix1p_uf-4Hgn5AmRPg8FQ
23991,Gastropubs,xix1p_uf-4Hgn5AmRPg8FQ
23992,Nightlife,xix1p_uf-4Hgn5AmRPg8FQ
23993,Bars,xix1p_uf-4Hgn5AmRPg8FQ
23994,Japanese,Zh6zpqN_rFZylYexWW2btQ
23995,Bars,Zh6zpqN_rFZylYexWW2btQ
23996,Vietnamese,Zh6zpqN_rFZylYexWW2btQ
23997,Nightlife,Zh6zpqN_rFZylYexWW2btQ
23998,Pizza,-1BzcQK-HDA6LVOThHMpsw
23999,Sushi Bars,vtuPl3gqOrsIJ6qM1ldDWQ
24000,Japanese,vtuPl3gqOrsIJ6qM1ldDWQ
24001,American (New),uCZe5GLqTeadjTLlvWNF4w
24002,Chicken Wings,8nMjnNkEc5tSwaEXNdanYA
24003,Bars,KqaqSncgHpzJRRWF4yyIYg
24004,Scottish,KqaqSncgHpzJRRWF4yyIYg
24005,Nightlife,KqaqSncgHpzJRRWF4yyIYg
24006,Hotels & Travel,FMlrPWRNuvPx_Af5VameQg
24007,American (New),FMlrPWRNuvPx_Af5VameQg
24008,Airports,FMlrPWRNuvPx_Af5VameQg
24009,Buffets,yC9LE41paW34zCZNEzDLFw
24010,Barbeque,MY5nR5nLhlaObrTs_Fn-lw
24011,Hawaiian,MY5nR5nLhlaObrTs_Fn-lw
24012,Pizza,FmR45YKqNhwz7wHSzTFl4A
24013,Italian,FmR45YKqNhwz7wHSzTFl4A
24014,Food,trssep2CeYS771KOUFC91w
24015,"Beer, Wine & Spirits",trssep2CeYS771KOUFC91w
24016,Chicken Wings,trssep2CeYS771KOUFC91w
24017,Creperies,6UHWPb1ee_J8eL1UtV-aEQ
24018,Gluten-Free,6UHWPb1ee_J8eL1UtV-aEQ
24019,Brazilian,6UHWPb1ee_J8eL1UtV-aEQ
24020,Country Dance Halls,SGrwpoGhLrHrBLWDwOL6eg
24021,Bars,SGrwpoGhLrHrBLWDwOL6eg
24022,American (New),SGrwpoGhLrHrBLWDwOL6eg
24023,Nightlife,SGrwpoGhLrHrBLWDwOL6eg
24024,Indian,qwiUo0-O8DiAO_yIiCSoPg
24025,Italian,LNKB78TUzG7T4EAe2CzKQw
24026,Pizza,LNKB78TUzG7T4EAe2CzKQw
24027,Burgers,_3R0ELm45KHRb52rAilyOw
24028,American (New),_3R0ELm45KHRb52rAilyOw
24029,Sandwiches,_3R0ELm45KHRb52rAilyOw
24030,Food Court,OK-v9HfG53SCFvZ4mn5IYQ
24031,Burgers,NzDd3ubqU4j2-5UB8hZdjw
24032,American (Traditional),NzDd3ubqU4j2-5UB8hZdjw
24033,Hot Dogs,tCXIc3z5epTRqlZPqhPqsQ
24034,Greek,8JcgRwcyqpQUle4HIlwG0A
24035,Mediterranean,8JcgRwcyqpQUle4HIlwG0A
24036,Vegan,8JcgRwcyqpQUle4HIlwG0A
24037,Cafes,FHochM0AzyV8KqOqURPwwg
24038,American (Traditional),FZMFZ7GEZBpXg7vgjag62Q
24039,Steakhouses,FZMFZ7GEZBpXg7vgjag62Q
24040,Sandwiches,flTg6a9p4iK3Mhm3DA2tAg
24041,American (New),lsF6bbPFM7USmiSIyOaCXA
